Ad Technology Provider,Privacy URL
Media Lab Limited,http://www.medialab.group/index.html#privacycenter
Media Lgns Loganglobal SLU,https://logan.ai/
Media-Micro-Census GmbH,https://www.agma-mmc.de/datenschutz
Media.net,https://www.media.net/en/privacy-policy
Media16 ltd,https://media16.tv/privacy-policy/
MediaGo,https://www.mediago.io/policy/
Mediahead,https://www.mediahead.com/privacy-policy
mediaintelligence,https://mediaintelligence.de/privacy-policyeng.do
Medialabs,https://medialabs.es/privacy-policy
MediaMath,http://www.mediamath.com/privacy-policy/
MEDIAMETRIE,https://www.mediametrie.fr/en/management-cookies
MEDIAN,https://www.median.eu/en/?page_id=257/
MediaPal,https://www.mediapal.net/gdpr
Mediarithmics,https://www.mediarithmics.com/en/data-privacy.html
Mediarithmics Connect,https://www.mediarithmics.io/legal/data-policy-connect-id
mediasmart,https://mediasmart.io/privacy/
MEDIAVERSE.AI LTD,https://mediaverse.ai/privacy-policy
"Mediavine, Inc.",https://www.mediavine.com/privacy-policy
MediaWallah,http://mediawallah.com/privacy-policy/
MEDIAWAYSS Sp. z o.o.,https://vidverto.io/privacy-policy/
Melvad,https://melvad.com/policy
Membrana Europe B.V.,https://en.membrana.media/legal/privacy-policy-iab-tcf-vendor
Memob Plus FZ LLC,https://memob.com/privacy-policy/
Mercado Livre,https://www.mercadolibre.com.ar/privacidad/resumen
Meris,https://dbshaper.com/privacy-policy/
Merkury,https://www.merkle.com/getting-know-your-privacy-rights/privacy-notice
Meta,https://www.facebook.com/about/privacy/update
MetaAds,https://metaads.io/user-privacy-policy/
Metalyzer,https://metapeople.com/datenschutz/
METAX SOFTWARE PTE.LTD.,https://metaxsoft.com/privacy-policy/
Metrike,https://metrike.com/index.php/privacy-policy/
mFilterIt,https://www.mfilterit.com/privacy-policy/
MG-Comm,https://www.mg-comm.com/privacy-policy/
MGID Inc.,https://www.mgid.com/privacy-policy
MHU,http://adprov.io/privacy-policy/
MI DSP,http://whiteboxdigital.ru/policy.pdf
Miaozhen Systems,https://www.miaozhen.com/cn/privacy
MicroAd,https://www.microad.co.jp/privacy/
Microsoft,https://privacy.microsoft.com/en-us/privacystatement
Milanoo,https://www.milanoo.com/help/index-id-1459-childcat-2043.html
Millemedia,https://www.millemedia.de/datenschutz/
Mindearth SRL,https://mindearth.ai/privacy/
Mindlytix SAS,https://mindlytix.com/privacy/
MindTake Research,https://www.mindtake.com/en/reppublika-privacy-policy
MiQ,https://www.wearemiq.com/privacy-and-compliance
Mirando GmbH & Co KG,https://get.mirando.de/download/gdpr.php
MISSENA,https://missena.com/privacy
Mistplay Inc.,https://www.mistplay.com/legal/privacy
Mixmarket Affiliate Network,http://mixmarket.biz/confidential/
Mixpo,http://www.netsertive.com/privacy-policy/
Mlion Ads LTD,https://mlion.io/privacy
MMG,https://themoneydaily.com/privacy-policy/
Mobfox,https://www.mobfox.com/mobfox-legal
Mobian,https://themobian.com/privacy/
Mobidriven,https://greengreyholding.com/privacypolicy
mobilcom-debitel,https://www.mobilcom-debitel.de/legal/datenschutz/
Mobile Innovations,http://paypersale.ru/index/optout
"Mobilewalla, Inc.",https://www.mobilewalla.com/business-services-privacy-notice-2023
Mobility-Ads GmbH,https://mobility-ads.de/datenschutz/
Mobinner,https://mobinner.com/end-user-privacy-policy.html
Mobitech LTD,https://mobitech.io/privacy.html
Mobitrans,http://www.mobitrans.net/privacy-policy/
Mobkoi,https://www.mobkoi.com/advertising-platform-privacy-policy
MOBSUCCESS,https://www.mobsuccess.com/en/privacy
MobUpps International LTD,https://mobupps.com/pdf/Mobupps_Privacy_policy.pdf
Mobusi,https://www.mobusi.com/privacy.en.html
Mobvista/Mintegral,https://www.mintegral.com/en/privacy
modellbau universe GbR,https://www.modellbau-universe.de/datenschutz.htm
ModiFace,https://modiface.com/legal/privacy.htm
Moloco Ads,https://www.moloco.com/advertising-policy
MoMAGIC,https://www.momagic.com/index.php/privacy-policy/
Momentum,https://www.m0mentum.co.jp/privacy
Monet Engine Inc.,https://adaptmx.com/privacy-policy/
Monetrix Inc,https://www.monetrix.ai/policy
"MoPub (a division of Twitter, Inc.)",https://www.mopub.com/en/gdpr
Motorik spolka z ograniczona odpowiedzialnoscia,https://motorik.io/privacy-policy.html
Movable Ink,https://movableink.com/legal/privacy
Mozoo,https://www.mozoo.com/privacy-policy
MSI-ACI,https://site.msi-aci.com/Home/Privacy
MT-TECHNOLOGIES LLC,https://static.wi-fi.ru/docs/offers/offer_portal.pdf
MULTIBRAIN INC.,https://www.multibrain.tech/privacy
myCast TV,https://www.my-cast.tv/privacy-policy
MYGARU UKR,https://mygaru.com/privacy-policy
MyTraffic,https://www.mytraffic.io/en/privacy
N.Rich Technologies Inc.,https://nrich.io/privacy-notice
N2,https://n2campaigns.fi/privacy-policy/
Nano Interactive,https://www.nanointeractive.com/resources/legal/privacy-policy/
Natív Hirdetés Korlátolt Felelősségű Társaság,https://related.hu/en/privacy-policy
Native Touch,https://nativetouch.com/privacy-policy/
NativeAds.com,https://nativeads.com/privacy-policy.php
nativeMsg,https://nativemsg.com/platform-privacy-policy/
Nativery Srl,https://www.nativery.com/privacy-en/?
"Nativo, Inc.",https://www.nativo.com/privacy-policy
Navegg,https://www.navegg.com/en/privacy-policy/
"NC Audience Exchange, LLC ",https://www.ncaudienceexchange.com/privacy/
NDS Sales Inc,https://nextmillennium.io/privacy-policy/
Nefta Holdings,https://platform.nefta.io/privacy
Neodata Group,https://www.neodatagroup.com/en/security-policy
Neoleads LTDA,https://pulsedsp.com/privacy.html
NEORY GmbH,https://www.neory.com/privacy.html
Net Info,https://www.netinfocompany.bg/privacy.php
NETBET,https://affiliates.netbet.gr/en/terms-conditions.html
Netflix,https://help.netflix.com/legal/privacy
Netquest,https://www.nicequest.com/us/privacy
Netscore,http://netscore.pl/polityka-prywatnosci/
NetSuccess,https://www.inres.sk/optout/index_sk.html
NeuBids (Lutkan BV),https://www.lutkan.com/privacy-notice.html
Neural.ONE,https://web.neural.one/privacy-policy/
Neustar,https://www.transunion.com/privacy/neustar
Newsroom AI,https://studio.nws.ai/terms
NEXD,https://nexd.com/privacy-policy/
Next,https://www.next.co.uk/privacy
Next Level – Affiliate Marketing,https://nextlevel.sl/datenschutz/
Next Media,https://get.next14.com/docs/platform_privacy_policy_SIGNALS_it.html
NEXT MEDIA SOLUTIONS,https://www.rmcbfm-ads.com/donnees-personnelles.html
Next Millennium Media INC,https://nextmillennium.io/privacy-policy/
"NextRoll, Inc.",https://www.nextroll.com/privacy
Nexus Soft,https://www.nexus-soft.org/index/privacy
Nexx360,https://nexx360.io/en/privacy-policy-and-cookies/
NHNACE,https://nhnace.com/privacy-policy
Nielsen,https://www.nielsen.com/us/en/legal/privacy-statement/digital-measurement/
Nimbus,http://www.adsbynimbus.com/privacy-policy
Nimbus Advertising Solutions Inc.,https://www.adsbynimbus.com/privacy-policy
NinaData Oy,https://ninadata.io/privacy-policy/
NinthDecimal,https://www.ninthdecimal.com/privacy/
Nitrouppi LTD,https://nitrouppi.com/privacy-policy/
Njuice AB,https://squidapp.co/privacy-policy-2/
"NoBid, Inc.",https://www.nobid.io/privacy-policy/
Nodals AI,https://www.nodals.ai/privacy-policy
Nomura,https://www.nomuraholdings.com/policy/privacy.html
Nordic Data Resources AS,https://www.nordicdataresources.com/privacy/products/
Nordisk Film A/S,http://adnordic.eu/privacypolicy.html
Nørgård Mikkelsen A/S,https://www.nmic.dk/privatlivspolitik?hsLang=da-dk
Norstat,https://www.norstatpanel.com/en/privacy-policy
NOVABEYOND LIMITED ,https://www.novabeyond.com/privacy.html
Novatiq limited ,https://novatiq.com/privacy-policy/
Novem,https://www.novem.pl/polityka-prywatnosci
Nowbetnow,https://www.nowbetnow.com/privacy.php
Nowtilus GmbH,https://www.nowtilus.tv/end-users-privacy-policy
numberly,https://numberly.com/en/privacy/
NUROFY AS,https://www.nurofy.no/cookies
Objective Partners,https://www.objectiveplatform.com/privacy-policy-2025
OCM,https://orangeclickmedia.com/privacy-policy
Octillion,https://www.octillion.tech/privacy-policy
Octopads,https://www.octopads.io/mentions-legales.html
Ogury Ltd,https://privacy.ogury.com/
Oktawave,https://www.oktawave.com/pl/firma/informacje-prawne/polityka-prywatnosci
Okube,https://okube-attribution.com/en/privacy-policy/
Olyzon,https://olyzon.notion.site/Privacy-policy-OLYZON-TV-website-1ff2586b2d5f8039b77cc1a16d8bd12f
omg studios ltd,https://monetizego.com/privacy-policy/
Omnicom Media Group,https://omnicommediagroup.com/privacy-notice/
Omnidex Technologies LTD,https://www.omni-dex.io/publisherterms/privacy-policy
OmniVirt,https://www.omnivirt.com/tos/privacy/
On Device Research,https://ondeviceresearch.com/privacyPolicy?__hstc=18682086.bbfc177521fd5d31dab1d0445f7c88e0.1755110295521.1755110295521.1755110295521.1&__hssc=18682086.2.1755110295521&__hsfp=3233162138
OnAudience Ltd,https://www.onaudience.com/internet-advertising-privacy-policy
OnCore Digital Media,https://www.mediafuse.com/privacypolicy/
One Tech Group GmbH,https://onetech.group/datenschutz-plattform/
OneDash,https://onedash.com/privacy-policy.html
OneDigitalAd Technologies,https://www.onedigitalad.com/privacy/privacyPolicy.html
OneFootball GmbH,https://static.onefootball.com/legal/consumer-web-privacy-policy/en
OneLog AG,https://www.oneid.digital/en/privacy-policy/
Onesoon Limited t/a Adalyser,https://adalyser.com/en/terms
OneTag,https://www.onetag.net/privacy/
Onfocus (Adagio),https://adagio.io/legal/advertising-services-privacy-policy
Online Advertising Network Sp. z o.o.,https://oan.pl/internet-advertising-privacy-policy/
Online Media Solutions LTD ,https://onlinemediasolutions.com/privacy-policy/
onlineumfragen.com GmbH,https://www.onlineumfragen.com/3index_2010_agb.cfm
Onnetwork Sp. z o.o.,https://onnetwork.tv/pp_service_en.php?lang=en
OnProspects Ltd,https://www.onprospects.com/privacy-policy
Onseo,http://onseo.biz/index.php/privacy-policy/
Open Web Technologies Ltd,https://www.openweb.com/legal-and-privacy/privacy/
OpenJS Foundation,https://openjsf.org/privacy
OpenLedger ApS,https://hubdsp.com/assets_new/files/privacy_policy.pdf
Opensignal Limited,https://connectivityassistant.com/privacy
OpenSlate,https://www.openslate.com/general-data-protection-regulation-gdpr-compliance-statement/
OpenX Technologies,https://www.openx.com/legal/privacy-policy/
Opera Software Ireland Ltd,https://legal.opera.com/privacy/
OpinionAds,https://opinionads.com/privacy
Opt Out Advertising,https://optoutadvertising.com/privacy-policy/
Opti Digital SAS,https://www.optidigital.com/privacy-policy/
Optima Network SL,https://optimanetwork.com/pages/privacy
Optimise,https://www.optimisemedia.com/privacy-policy
Optimize LCC D.B.A Genius Monkey,https://geniusmonkey.com/privacy/
Optomaton,http://optomaton.com/privacy.html
Oracle Data Cloud,https://www.oracle.com/legal/privacy/marketing-cloud-data-cloud-privacy-policy.html
Orange Advertising,https://www.orangeadvertising.fr/confidentialite-et-cookies/
OSCARO COM,https://www.oscaro.com/fr/info/securite-confidentialite
OTM Worldwide LLC,http://otm-r.com/privacy_policy/
OTTO,https://www.otto.de/shoppages/service/datenschutz
Outbrain Inc.,https://www.outbrain.com/legal/amplify-terms#privacy-policy
OVC GmbH,https://www.kissnofrog.com/legal/privacy
Overstock,https://help.overstock.com/help/s/article/PRIVACY-AND-SECURITY-POLICY
Overwolf ltd.,https://legal.overwolf.com/docs/overwolf/platform/platform-privacy-policy/
Oxford BioChronometrics,https://oxford-biochron.com/privacy-policy/
OXY AGENCY,https://si.salesengineonline.com/privacy
Pacvue Corporation,https://pacvue.com/website-and-cookie-policy/
PadSquad,https://padsquad.com/privacy-policy
Pandora,https://it.pandora.net/it/politica-sui-cookie/cookie-policy.html
Pangle DSP,https://www.pangleglobal.com/privacy
"Panxo Stacks, inc",https://panxo.ai/privacy
Paradox Media Tech,https://paradoxgroup.uk/knowledge-base/privacy-policy/
Parrable,https://parrable.com/privacy-policy/
Parship,https://www.parship.de/privacypolicy/
Partnerize,https://partnerize.com/en/privacy-policy
Pathmatics,https://www.pathmatics.com/privacy#advertising
PayPal Inc. ,https://www.paypal.com/uk/legalhub/paypal/privacy-full
PebblePost,https://www.pebblepost.com/privacy-policy
Peer39,https://www.peer39.com/privacy-policy/
Pelmorex Corp,https://www.theweathernetwork.com/privacy-policy-na
Perfect Audience,https://www.perfectaudience.com/privacy/
"PerformMedia.com, Inc.",https://performmedia.com/privacy-policy/
PERMODO,http://permodo.com/de/privacy.html
Permutive Limited,https://permutive.com/privacy/
Persona.ly,http://persona.ly/privacy_policy
Petal Ads,https://www.aspiegel.com/agreement/scope/huawei/ads/privacy-statement/eu_b0_20240514_6/priweb/privacy-statement.htm
Pexi B.V.,https://pexi.nl/privacy-policy
PGAM Media,https://pgammedia.com/privacy-policy/
Phaistos Networks,https://adman.gr/gdpr
Pi-rate / pubintl,https://pi-rate.com.au/privacy.html
PIA Advertising GmbH,https://pia-advertising.com/privacy-policy/
Piano,https://piano.io/privacy-policy/
PickWell Data Limited,https://www.pickwell.co/privacy-policy
Pinpoll GmbH,https://www.pinpoll.com/pdf/data-protection-declaration.pdf
Pixalate,http://www.pixalate.com/privacypolicy/
Pixels,https://pixels.ai/privacy-policy/
PixFuture,https://www.pixfuture.com/data-processing-agreement/
Piximedia,https://piximedia.com/privacy/?lang=en
Placed,https://foursquare.com/legal/privacy
Plan.Net Performance,https://www.plan-net.com/en/privacy-policy.html
Platform161,https://platform161.com/cookie-and-privacy-policy/
PlatformOne,https://www.platform-one.co.jp/policy/privacy
Playable ApS,https://playable.com/privacy-policy-for-playable-aps/
Playable Factory,https://playablefactory.com/privacy-policy/
Playdigo Inc,https://playdigo.com/privacy
PLAYGROUND XYZ,https://playground.xyz/privacy/privacy-policy.pdf
PLAYSTREAM MEDIA,https://playstream.media/gdpr_policy.html
Playwire LLC,https://www.playwire.com/privacy-policy
Plobyte LLC,https://plobyte.com/privacy-notice
PML innovative media,https://www.pmlatam.com/privacy-policy
"Podible, Inc (Podscribe)",http://podscribe.com/privacy
Polar,https://privacy.polar.me/
Polldaddy,https://automattic.com/privacy/
Pontiac Intelligence LLC,https://pontiac.media/privacy-policy
Porsche AG,https://brand.porsche.com/d/aXCSDnXaTiSY/data-privacy?#/-/privacy-policy
Position2,https://www.position2.com/privacy-policy/
POWSTER,https://nearestshowtimes.s-prod.pow.io/privacy
Prado Media Ltd.,https://www.prado.co/privacy
Precisify.,https://www.precisify.com/brand-safety-privacy
Preciso,https://preciso.net/privacy/
Pressboard Media Inc,https://www.pressboardmedia.com/privacy-policy
Primis,https://www.primis.tech/privacy-policy/
Prism Partner,https://www.prismpartner.co.jp/privacy/
Prisma Media,https://www.prismamedia.com/espace-confidentialite/
ProData Media,https://www.prodatamg.com/privacy-policy/
"Prodege, LLC.",https://www.prodege.com/privacy-policy-intl/
Programmatic Ecosystem LLC,http://mediasniper.ru/confidency.php
ProgrammaticX LTD,https://www.programmaticx.ai/privacypolicy
Project Agora Ltd.,https://projectagora.com/privacy-policy/project-agora-platform/
ProSiebenSat.1 Digital Data GmbH,https://www.7pass.de/psdd/datenschutzbestimmungen-cdb.html
Protected Media,http://www.protected.media/privacy-policy/
Proxistore,https://www.proxistore.com/en/privacy/
Pubfinity LLC,https://pubfinity.com/privacy-policy/
Publica LLC,https://getpublica.com/privacy/
Publica4 AG,https://www.publica4.com/datenschutzerklaerung-2025/
Publicis Media,https://www.publicismedia.de/datenschutz/
Publicis One Spain S.L.,https://eris.id/politica-de-privacidad/
Publicit Global S.L.U,https://publicit.com/privacy
"Publisher First, Inc.",https://freestar.com/privacy-policy/
publuence GmbH,https://publuence.com/datenschutz/
PubMatic,https://pubmatic.com/legal/privacy-policy/
Pubstack,https://www.pubstack.io/privacy
Pubx AI LTD,https://pubx.ai/privacy/
PULSEBRIDGE PTE. LTD.,https://pulse-bridge.org/privacy-center
PulsePoint,https://www.pulsepoint.com/legal/gdpr
Pure Cobalt,https://www.purecobalt.com/policy/
Purple Patch,https://purplepatch.online/privacy-policy
PWR GLOBAL MEDIA,https://pwr-games.com/privacy/
Qantas,http://www.qantas.com/au/en/support/privacy-and-security.html#our-contact-details
Qriously Inc,https://www.brandwatch.com/legal/qriously-privacy-notice/
Quality Media Network GmbH,https://www.qualitymedianetwork.de/datenschutz/
Qualtrics,https://www.qualtrics.com/uk/platform/gdpr/
Quantcast,https://www.quantcast.com/privacy/
Quantyoo GmbH & Co. KG,https://quantyoo.de/datenschutz
QUARTER MEDIA GmbH,https://quartermedia.de/daten/
QuarticON,https://quarticon.com/en/privacy-policy/
Query Click Limited,https://queryclick.com/privacy-policy/
Questpass Sp. z o.o.,https://questpass.io/en/terms/privacy-policy/
Quiet Media,http://qt.media/opt-out
Qwarry,https://www.qwarry.com/en/privacy-policy
QWARRY,https://qwarry.com/privacy-policy/
R.O.EYE Limited,https://www.roeye.com/privacy
R2B2 a.s.,https://r2b2.cz/zpracovani-osobnich-udaju
RAAS LAB,https://www.raaslab.com/privacy-policy
Rackspace,https://www.rackspace.com/information/legal/privacycenter
Radio Marketing Service interactive GmbH,https://rms.de/datenschutz
Radio Net Media Limited,https://www.adtonos.com/privacy-policy/
RAI PUBBLICITA' SPA,https://www.raipubblicita.it/cookie-policy-attivita-pubblicitaria-digital/
Rakuten Marketing,https://rakutenadvertising.com/legal-notices/services-privacy-policy/
RAM,http://www.rampanel.com/ram_privacy_policy.html
Rambla,https://www.rambla.be/privacy-policy/
Raptor Services,https://www.raptorservices.com/privacy-policy/
Reactive,http://reactive-agency.ru/privacy.html
Read Peak,https://www.readpeak.com/terms/readpeak-privacy-policy
Realytics,https://blog.realytics.io/en/gdpr-and-how-realytics-is-getting-ready
Realzeit,https://realzeit.io/privacy.html
Reas Travel Group,https://www.tjingo.nl/privacy-beleid
Recod3 s.r.l.,https://api.recod3suite.com/privacypolicy.php
Recreativ,https://recreativ.com/policy
Recruit JP,https://www.r-ad.ne.jp/optout/
Redmob Digital - FZCO,https://redmob.io/privacy-policy
REES46,https://docs.rees46.com/display/en/Legal
Refine Direct Srl,https://www.refine.direct/en/cookie-policy/
Refinery89 B.V,https://refinery89.com/privacy-policy/
Relay42,https://relay42.com/privacy
Relevant Digital Oy,https://www.relevant-digital.com/privacy-policy
Reliz Ad Platform,https://reliz.com/policy
"Rembrand, Inc.",https://rembrandmedia.com/privacy
Remerge,https://www.remerge.io/service-privacy-policy
Reppublika Data Analytics and Technologies GmbH,https://www.reppublika.com/privacy-policy
Reset Digital Europe Ltd,https://www.resetdigital.co/pdf/RD_Privacy_Policy_Revisions.pdf
Resolution Media,https://www.nonstoppartner.net
Resonate,https://www.resonate.com/privacy-policy/
Resono B.V.,https://reso.no/privacy-policy/
ResponsiveAds,https://responsiveads.com/privacy-policy/
ResSOLUTION Group,https://www.ressolution.cz/page/privacy
Retail Rocket LLC,https://retailrocket.ru/privacy-policy
retailAds GmbH & Co. KG,https://www.retailads.net/de-de/ueberuns/datenschutz/
Retailor Media S.r.l.,https://www.retailor.media/privacy-policy
Retargetly,https://retargetly.com/privacy-policy/
RETENCY,https://www.retency.com/stats/
RETICLE DIGITAL PTE. LTD.,https://reticle.info/legal/privacy.html
Revcontent,https://help.revcontent.com/en/knowledge/revcontent-privacy-policy
RevenueMantra,http://www.revenuemantra.com/privacy.html
RevJet,https://www.revjet.com/privacy
Rhebus Inc.,https://rhebus.works/privacy-policy/
Rich Audience,http://www.richmediastudio.com/privacy_policy/
RIESENIA.com,https://www.adboost.sk/gdpr.html
Ringier AG,https://app.alloyads.ai/privacy-policy
Ringier Axel Springer Polska sp. z o.o.,https://privacy-policy.ringieraxelspringer.pl
Rippll Ltd,http://www.rippll.com/privacy
RM DIGITAL ADS LTDA,https://www.rmads.io/privacy-policy
RobustApps Ltd,https://robust-apps.com/privacy-policy
Rockerbox,https://www.rockerbox.com/privacy-shield
Roivenue,https://roivenue.com/dataprocessingagreement/
Roku Advertising Services,https://docs.roku.com/published/userprivacypolicy/en/gb
ROMIR,http://ssp.rmh.ru/files/privacy_policy_eng.pdf
Rontar,https://www.rontar.com/privacy
Roq.ad,https://www.roq.ad/privacy-policy
Roy Morgan Research,http://www.roymorgan.com/digital-privacy
RTB House,https://www.rtbhouse.com/privacy-center/services-privacy-policy/
Sabio London Limited,https://www.sabioctv.com/privacypolicy
"Sabio, Inc",https://www.sabio.inc/privacypolicy
Sahar Media FZE,https://saharmedia.net/privacy-policy
Salesforce DMP,https://www.salesforce.com/company/privacy/
Samba TV,https://samba.com/privacy-center/privacy-policy
"Samba TV, Inc.",https://samba.tv/users/privacy-policy?lang=en
Samhub AB,https://samhub.io/privacy-center/privacy-policy/
Samoukale Enterprises Limited dba ADEX,https://adex.com/privacy
Sape,https://traffic.sape.ru/policy.html
Sarigato Sp. z o.o.,https://www.sarigato.com/polityka_prywatnosci_sarigato_sataku.pdf
Satori Ads,https://satoriads.com/privacy-policy.html
ScaleMonk,https://www.scalemonk.com/privacy-policy/index.html
Scenestealer,https://scenestealer.tv/terms.html
SCIBIDS TECHNOLOGY,https://scibids.com/privacy-policy
Scigineer,https://www.scigineer.co.jp/privacy/
Scoota,https://www.scoota.com/privacy
Score Media Group GmbH & Co. KG,https://score-media.de/datenschutzerklaerung/
Screencore Sp. z.o.o,https://screencore.io/privacy-policy
Seedtag,https://www.seedtag.com/cookies-policy/
Seenthis,https://seenthis.co/privacypolicy/
SelectMedia International LTD,https://www.selectmedia.asia/terms-and-privacy/
Sellpoints,https://retargeter.com/legal-privacy/
Semasio GmbH,https://www.semasio.com/privacy
Serafino Pte. Ltd.,https://www.adsurge.com/privacy/privacypolicy.html
Seven Technologies S.L.,https://www.se7en.es/privacy
SevenData S.p.a.,https://www.shinystat.com/it/informativa_privacy_generale.html
Sevio Digital Limited,https://sevio.com/privacy-policy/
"Seznam.cz, a.s.",https://www.seznam.cz/ochranaudaju
SFR,http://www.sfr.fr/securite-confidentialite.html
"Shanon, Inc.",https://www.shanon.co.jp/security/
"ShareThis, Inc",https://sharethis.com/privacy/
"Sharethrough, Inc.",https://www.sharethrough.com/privacy-center/consumer-privacy-notice
"SheMedia, LLC",https://www.shemedia.com/ad-services-privacy-policy
Shopfully GmbH,https://shopfully.com/privacy-policy/
ShowHeroes,https://showheroes.atlassian.net/wiki/spaces/GDPR/pages/1702265742/
ShowHeroes SRL,https://showheroes.com/privacy-policy/
"Shutterstock, Inc.",https://www.shutterstock.com/privacy
Sift Media,https://www.sift.co/privacy
Signal,https://www.signal.co/privacy-policy/
Silver Egg Technology,https://www.silveregg.co.jp/hotview-gdpr
Silverbullet Data Services Group,https://wearesilverbullet.com/privacy-policy/
SilverMob,https://silvermob.com/privacy
Silverpush,https://silverpush.co/privacy-policy
Simpli.fi,https://simpli.fi/simpli-fi-services-privacy-policy/
SINGLESPOT SAS ,https://www.singlespot.com/privacy_policy
Singular Labs Inc.,https://www.singular.net/privacy-policy/
Sipo Inc,https://sipo-inc.com/privacy-policy/
Sirdata,https://www.sirdata.com/en/Privacy
Situation Publishing Ltd,https://www.theregister.com/Profile/privacy/
Sixide,https://sixide.com/sites/default/files/doc/SIXIDE-PP.pdf
Sizmek,https://www.sizmek.com/privacy-policy/
Skaze,https://www.skaze.com/fr/politique/politique-de-confidentialite/
"Sketchfab, Inc.",https://sketchfab.com/privacy
Skimbit Ltd,https://skimlinks.com/privacy-policies/
Skoiy,https://www.skoiy.com/en/privacy-policy/
"Skypiea Tech Co.,Limited",https://www.ad-piece.com/gdpr/index.html?p=111
Smaato,https://www.smaato.com/privacy/
Smadex,https://smadex.com/privacy-policy/
Smart Analytics SL,https://www.smartmeanalytics.com/static/docs/Politica_privacidad_Smartmeanalytics.pdf
Smart Media4U Technology Pte Ltd,https://drive.google.com/file/d/1pUH8JvPgi0TbqY1-3eTWh64K3M1vuzpe/view?usp=sharing
Smart.bid ltd,https://www.smart.bid/privacy
SmartBid.ai LLC,https://smartbid.ai/privacy-policy/
smartclip Europe GmbH,http://privacy-portal.smartclip.net
Smartclip Hispania S.L.,https://rgpd-smartclip.com/
SmartFrame Technologies Limited,https://smartframe.io/privacy-policy/
Smartico,https://www.smartico.one/legal/privacy-services
Smartly.io Solutions Oy,https://smartly.io/privacypolicy
Smartology,https://www.smartology.net/privacy-policy/
SMARTSTREAM,https://www.smartstream.tv/de/datenschutz
SmartyAds,https://smartyads.com/privacy-policy
Smartzer,https://www.smartzer.com/privacy-policy
Smile Wanted,https://www.smilewanted.com/privacy.php
SMN Corporation,http://www.so-netmedia.jp/cookie/index.html
Smoot technologies SL,https://www.smoot.ai/privacy
Snap Inc.,https://www.snap.com/en-US/privacy/privacy-policy/
Snapupp Technologies SL,https://www.enterprise.noddus.com/privacy-policy
Snigel Web Services Limited,https://www.snigel.com/privacy-policy
Snitcher.com,https://www.snitcher.com/privacy-policy
socoto gmbh & co. kg,https://www.socoto.com/datenschutz/
SOD ScreenOnDemand GmbH,https://screenondemand.de/datenschutz-sod-produkte/
Softcrylic,https://softcrylic.com/privacy-policy/
Softcube,http://softcube.com/privacy-policy
Sojern,https://www.sojern.com/privacy/product-privacy-policy/
Solocal,https://client.adhslx.com/privacy.html
Soluciones Netquest de Investigación SLU,https://www.nicequest.com/gb/privacy
Solution Coupons,https://ads.solution.coupons/privacy
Somo Audience,https://somoaudience.com/legal/
Somplo,http://somplo.com/privacy-policy/
SOMQUERY SOMTAG - (SevenOne Media),https://www.seven.one/datenschutzhinweise/somquery-somtag
Sonares GmbH,https://sonares.org/en/datenschutz/
Sonic Odeeo ltd,https://odeeo.io/privacy-policy/
"Sonobi, Inc",https://sonobi.com/privacy-policy
SoundCast,https://soundcast.io/data-privacy/
"SoundStack, Inc",https://soundstack.com/privacy/
SourceKnowledge,http://www.sourceknowledge.com/privacy
Sovrn,https://www.sovrn.com/privacy-policy/privacy-policy
SPACE ADSERVER,https://adx.space/policy.html
SparkV International Inc,https://rtbwise.com/privacy-policy.html
Sparteo,https://sparteo.com/privacy-policy/
Spicy Mobile,https://spicymobile.pl/polityka-prywatnosci
SpiderAF,https://spideraf.com/privacy
SpinX Pte Ltd,https://spinx.io/privacy-policy
Spirable,https://www.spirable.com/privacy-policy
Splash&Roll sp. z o.o.,https://splashandroll.com/privacy-policy/
Splicky,https://www.splicky.com/de/web/privacy
Spoods GmbH,https://www.spoods.info/#cookie-policy
Sportority (Minute Media),https://www.minutemedia.com/policies/privacy-policy
Sportradar,https://www.sportradar.com/about-us/privacy/
Spotad,http://www.spotad.co/privacy-policy/
Spotible,https://www.spotible.com/privacy.php
Spring Venture Group,http://www.springventuregroup.com/privacy-policy/
SpringServe,https://springserve.com/consumer-privacy
SQREEM TECHNOLOGIES PRIVATE LIMITED,https://sqreemtech.com/privacy/
Squeezely,https://squeezely.tech/privacy
SSMas,https://ssmas.com/privacy-policy
StackAdapt,https://www.stackadapt.com/privacy
Stailamedia,https://www.stailamedia.com/privacypolicy/
Stamp,https://wearestamp.com/privacy
Start.io Inc,https://www.start.io/policy/privacy-policy-site/
StartApp,https://www.startapp.com/policy/privacy-policy/
STG GLOBAL TECH SOLUTIONS LIMITED,https://globadtech.com/policy.html
Stratio Big Data,https://www.mutua.es/politica-cookies/
Stream,https://stream.ru/private
Stream Eye,https://app.streameye.com/policy/net
streaMonkey GmbH,https://www.streamonkey.de/de/datenschutz
StreamRail,https://www.ironsrc.com/wp-content/uploads/2016/11/ironSourceDisplayPrivacyPolicy.pdf
StreamShop Technologies,https://www.streamshop.com.br/politica-de-privacidade
Ströer Media Solutions GmbH,https://www.stroeer.de/werben-mit-stroeer/onlinewerbung/programmatic-data/datenschutz-sdi/
STRÖER SSP GmbH,https://www.stroeer.de/datenschutz/
Strossle International AB,https://www.strossle.com/platform-privacy-notice
Sub2 Technologies,https://www.sub2tech.com/privacy-policy/
